entity_urn,ownership_status,headcount,twitter_follower_count,linkedin_follower_count,funding_total,funding_stage,gpt_sector,domain,name,city,country,years_since_founding,investors,highlights,is_target,similarity_score
urn:harmonic:company:800838,PRIVATE,27,473.0,2873,40.5,SERIES_A,Horizontal Software,luminai.engineering,Luminai,San Mateo,United States,5.271232876712329,"['Underscore VC' 'Y Combinator' 'Wayfinder Ventures' 'General Catalyst'
 'Caffeinated Capital' 'Unshackled Ventures' 'Scribble Ventures'
 'Moxxie Ventures' 'Weekend Fund' 'Craft Ventures' 'Shrug Capital'
 'Matilde Giglio' 'Tina Bhatnagar' 'Nicolas Dessaigne' 'Mathilde Collin'
 'Shishir Mehrotra' 'Ryan Petersen' 'Sarah Nahm' 'Eric Glyman']","['Caffeinated Capital', 'Craft Ventures', 'Eric Glyman', 'General Catalyst', 'Mathilde Collin', 'Matilde Giglio', 'Moxxie Ventures', 'Nicolas Dessaigne', 'Ryan Petersen', 'Sarah Nahm', 'Scribble Ventures', 'Shishir Mehrotra', 'Shrug Capital', 'Tina Bhatnagar', 'Underscore VC', 'Unshackled Ventures', 'Wayfinder Ventures', 'Weekend Fund', 'Y Combinator']",1,0.9999341
urn:harmonic:company:3333922,PRIVATE,55,129.0,8739,0.5043,SERIES_A,Defense Tech,defenseunicorns.com,Defense Unicorns,Colorado Springs,United States,3.9643835616438357,['Sapphire Ventures' 'Ansa Capital'],"['Ansa Capital', 'Sapphire Ventures']",1,0.9999267
urn:harmonic:company:3203316,PRIVATE,32,,1537,10.0,SERIES_B,Cybersecurity,alethea.com,Alethea,Washington,United States,5.967123287671233,['Ballistic Ventures' 'Hakluyt Capital' 'GV (Google Ventures)'],"['Ballistic Ventures', 'GV', 'GV (Google Ventures)', 'Hakluyt Capital']",1,0.9999255
urn:harmonic:company:606791,PRIVATE,78,49.0,3161,30.5,SERIES_A,Climate Tech Software,phaidra.ai,Phaidra,Seattle,United States,5.967123287671233,"['Outcomes Fund' 'Legacy Knight : Multi-Family Office'
 'Root and Shoot Ventures' 'NetZero Capital' 'Helena'
 'Ahren Innovation Capital' 'S32' 'NJF Capital' 'Index Ventures'
 'Vela Partners' 'Starshot Capital' 'UW Master of Arts in Museology'
 'firstminute capital' 'Flying Fish Partners' 'Character'
 'Center for Dialysis Innovation' 'East Valley Ventures'
 'Mustafa Suleyman' 'Mark Cuban']","['Ahren Innovation Capital', 'Center for Dialysis Innovation', 'Character', 'East Valley Ventures', 'Flying Fish Partners', 'Helena', 'Index Ventures', 'Legacy Knight : Multi-Family Office', 'Mark Cuban', 'Mustafa Suleyman', 'NJF Capital', 'NetZero Capital', 'Outcomes Fund', 'Root and Shoot Ventures', 'S32', 'Starshot Capital', 'UW Master of Arts in Museology', 'Vela Partners', 'firstminute capital']",1,0.99991834
urn:harmonic:company:3281642,PRIVATE,3,210.0,963,0.0,SERIES_A,Horizontal Software,vizcom.ai,Vizcom,San Francisco,United States,3.9643835616438357,"['Index Ventures' 'Unusual Ventures' 'Daniel Sturman' 'Kyle Parrish'
 'Ayush Sood' 'Kyle Parrish' 'Steve Malouf']","['Ayush Sood', 'Daniel Sturman', 'Index Ventures', 'Kyle Parrish', 'Steve Mallouf', 'Steve Malouf', 'Unusual Ventures']",1,0.9999176
urn:harmonic:company:4171866,PRIVATE,18,411.0,1159,6.0,SERIES_A,Cybersecurity,onefootprint.com,Footprint,New York,United States,2.8794520547945206,"['Lerer Hippeau' 'Index Ventures' 'JumpCloud' 'Definition' 'BoxGroup'
 'Alt Capital' 'MoonPay' 'Operator Partners' 'Altman Capital'
 'QED Investors' 'Not Boring' 'Animal Capital' 'KAYAK' 'Neo'
 'Palm Tree Crew Holdings' 'K5 Global' 'Ramp Network' 'Lattice'
 'Palm Tree Crew Investments' 'William Hockey' 'Zachary Perret']","['Alt Capital', 'Altman Capital', 'Animal Capital', 'BoxGroup', 'Definition', 'Index Ventures', 'JumpCloud', 'K5 Global', 'KAYAK', 'Lattice', 'Lerer Hippeau', 'MoonPay', 'Neo', 'Not Boring', 'Operator Partners', 'Palm Tree Crew Holdings', 'Palm Tree Crew Investments', 'QED Investors', 'Ramp Network', 'William Hockey', 'Zachary Perret']",1,0.9998976
urn:harmonic:company:10894886,PRIVATE,11,,451,5.0,SERIES_B,Horizontal Software,tennr.com,Tennr,New York,United States,3.9643835616438357,"['Andreessen Horowitz' 'Lightspeed Venture Partners' 'Foundation Capital'
 'Underdog Labs' 'Y Combinator' 'New Normal Ventures' 'Zaza Pachulia'
 'Jennifer Kaehms' 'Warrick Shanly']","['Andreessen Horowitz', 'Foundation Capital', 'Jennifer Kaehms', 'Lightspeed Venture Partners', 'New Normal Ventures', 'Underdog Labs', 'Warrick Shanly', 'Y Combinator', 'Zaza Pachulia']",1,0.99989724
urn:harmonic:company:1990249,PRIVATE,18,,739,0.4218499999999999,SERIES_A,Vertical Software,axionray.com,Axion Ray,New York,United States,3.9643835616438357,"['Bessemer Venture Partners' 'Tinicum Venture Partners' 'G Ventures'
 'Boeing' 'Inspired Capital' 'RTX Ventures'
 'Raytheon Trusted Computer Solutions, Inc.' 'Amplo'
 'Plug and Play Tech Center' 'Jason Finger']","['Amplo', 'Bessemer Venture Partners', 'Boeing', 'G Ventures', 'Inspired Capital', 'Jason Finger', 'Plug and Play Tech Center', 'RTX Ventures', 'Raytheon Trusted Computer Solutions', 'Tinicum Venture Partners']",1,0.99989665
urn:harmonic:company:773593,PRIVATE,14,200.0,208,25.3,SERIES_A,Infrastructure,pomerium.com,Pomerium,Los Angeles,United States,5.967123287671233,"['Haystack' 'Bain Capital' 'Benchmark' 'Haystack' 'Kevin Mahaffey' 'SNR'
 'Bain Capital Ventures' 'Oleg Rogynskyy' 'Kevin Patrick Mahaffey']","['Bain Capital', 'Bain Capital Ventures', 'Benchmark', 'Haystack', 'Kevin Mahaffey', 'Kevin Patrick Mahaffey', 'Oleg Rogynskyy', 'SNR']",1,0.9998839
urn:harmonic:company:1842794,PRIVATE,6,,358,0.4218499999999999,SERIES_A,Vertical Software,siro.ai,Siro,New York,United States,4.967123287671233,"['CRV' 'Index Ventures' 'The MBA Fund' 'Fika Ventures' 'Ryan Davis'
 'Justin Etzin' 'Cailen Dsa' 'David Campbell' 'Des Traynor'
 'Stephen W. King']","['CRV', 'Cailen Dsa', 'David Campbell', 'Des Traynor', 'Fika Ventures', 'Index Ventures', 'Justin Etzin', 'Ryan Davis', 'Stephen W. King', 'The MBA Fund']",1,0.9998832
urn:harmonic:company:1836165,PRIVATE,17,31.0,780,3.999991,SERIES_A,Defense Tech,turbineone.com,TurbineOne,San Francisco,United States,3.9643835616438357,"['XYZ Venture Capital' 'XYZ-Ventures LLC' 'Bessemer Venture Partners'
 'Pallas Advisors' 'The General Partnership']","['Bessemer Venture Partners', 'Pallas Advisors', 'Pallas Ventures', 'The General Partnership', 'XYZ Venture Capital', 'XYZ-Ventures LLC']",1,0.99987185
urn:harmonic:company:169426,PRIVATE,45,101.0,2722,22.0804,SERIES_A,Robotics,gather.ai,Gather AI,Pittsburgh,United States,7.967123287671233,"['Tribeca Venture Partners' 'Plexo Capital' 'Bling Capital'
 'Dundee Venture Capital' 'Comeback Capital' 'Gust'
 'Bain Capital Ventures' 'XRC Ventures' 'Xplorer Capital' 'Expa'
 'Summer League Ventures' 'Phil Bronner']","['Bain Capital Ventures', 'Bling Capital', 'Comeback Capital', 'Dundee Venture Capital', 'Expa', 'Gust', 'Plexo Capital', 'Summer League Ventures', 'Tribeca Venture Partners', 'XRC Labs', 'XRC Ventures', 'Xplorer Capital']",1,0.99985754
urn:harmonic:company:2129540,PRIVATE,54,1634.0,9321,22.0,SERIES_B,Infrastructure,conduktor.io,Conduktor,New York,United States,4.802739726027397,"['Ansa Capital' 'Accel' 'Kima Ventures' 'RTP Global' 'Founders Future'
 ""M12, Microsoft's Venture Fund"" 'Frontline Ventures' 'AGLAÉ VENTURES'
 'Canvas Ventures' 'Charles Zedlewski']","['AGLAÉ VENTURES', 'Accel', 'Ansa', 'Ansa Capital', 'Canvas Ventures', 'Charles Zedlewski', 'Founders Future', 'Frontline Ventures', 'Kima Ventures', 'M12', ""Microsoft's Venture Fund"", 'RTP Global']",1,0.9998029
urn:harmonic:company:3240354,PRIVATE,59,249.0,7447,20.8,SERIES_A,Horizontal Software,regie.ai,Regie.ai,San Francisco,United States,4.967123287671233,"['Foundation Capital' 'Scale Venture Partners' 'South Park Commons'
 'Day One Ventures' 'Khosla Ventures']","['Day One Ventures', 'Foundation Capital', 'Khosla Ventures', 'Scale Venture Partners', 'South Park Commons']",1,0.9997731
urn:harmonic:company:12756714,PRIVATE,170,1217.0,1056,5.0,SERIES_A,Horizontal Software,factory.ai,Factory,San Francisco,United States,1.7095890410958905,"['Mantis Venture Capital' 'BoxGroup' 'Factorial' 'Sequoia Capital'
 'Lux Capital' 'SV Angel' 'BBQ Capital' 'Clem Delangue 🤗' 'Ali Ghodsi']","['Ali Ghodsi', 'BBQ Capital', 'BoxGroup', 'Clem Delangue 🤗', 'Factorial', 'Lux Capital', 'Mantis Venture Capital', 'SV Angel', 'Sequoia Capital']",1,0.9994702
urn:harmonic:company:1710563,PRIVATE,25,8307.0,3494,10.9,SEED,,pallet.com,Pallet,New York,United States,4.967123287671233,"['Unpopular Ventures' 'bossa invest' 'Late Checkout' 'FullCircle'
 'Backend Capital' 'K50 Ventures' 'Long Journey' 'Reverb Ventures'
 'David Hoang']","['Backend Capital', 'David Hoang', 'FullCircle', 'K50 Ventures', 'Late Checkout', 'Long Journey', 'Reverb Ventures', 'Unpopular Ventures', 'bossa invest']",1,0.9993199
urn:harmonic:company:48201423,PRIVATE,19,3728.0,1412,27.5,SERIES_A,,browserbase.com,Browserbase,San Francisco,United States,0.958904109589041,"['Wayfinder Ventures' 'Kleiner Perkins' 'basecase capital'
 'Strike Capital' 'Outset Capital' 'Okta' 'AI Grant' 'CRV' 'Shawn swyx W'
 'John Lagomarsino' 'Barry Mccardel' 'Andrew Miklas' 'Guillermo Rauch'
 'Reed McGinley-Stempel']","['AI Grant', 'Andrew Miklas', 'Barry Mccardel', 'CRV', 'Guillermo Rauch', 'John Lagomarsino', 'Kleiner Perkins', 'Okta', 'Outset Capital', 'Reed McGinley-Stempel', 'Shawn swyx W', 'Strike Capital', 'Wayfinder Ventures', 'basecase capital']",1,0.9993104
urn:harmonic:company:4411539,PRIVATE,59,47.0,1811,0.4218499999999999,SERIES_C,Cybersecurity,halcyon.ai,Halcyon,Austin,United States,3.2465753424657535,"['ServiceNow' 'ServiceNow Ventures' 'Gula Tech Adventures'
 'Evolution Equity Partners' 'Dropbox Ventures' 'Cisco Investments'
 'Corner Capital Management' 'Bain Capital Ventures' 'Corner Ventures'
 'Harmony Group Inc' 'Founders Fund' 'SYN Ventures' 'Dell Technologies'
 'Dell Technologies Capital']","['Bain Capital Ventures', 'Cisco Investments', 'Corner Capital Management', 'Corner Ventures', 'Dell Technologies', 'Dell Technologies Capital', 'Dropbox Ventures', 'Evolution Equity Partners', 'Founders Fund', 'Gula Tech Adventures', 'Harmony Group', 'Harmony Group Inc', 'SYN Ventures', 'ServiceNow', 'ServiceNow Ventures']",1,0.9987896
urn:harmonic:company:10937753,PRIVATE,20,40.0,860,18.4,SERIES_B,Infrastructure,yurts.ai,Yurts,San Francisco,United States,2.4684931506849317,"['Essence Venture Capital' 'Mango Capital' 'Nava Ventures' 'ACOF'
 'Glynn Capital' 'Nava Ventures' 'XYZ Venture Capital' 'Bloomberg Beta']","['ACOF', 'Bloomberg Beta', 'Essence Venture Capital', 'Glynn Capital', 'Mango Capital', 'Nava Ventures', 'XYZ Venture Capital']",1,0.9958521
urn:harmonic:company:12590741,PRIVATE,42,600.0,6375,22.8,SERIES_A,FinTech,cruxclimate.com,Crux,New York,United States,1.9643835616438357,"['Ardent Venture Partners' 'Clearway Energy Group' 'Clearway Energy, Inc.'
 'Andreessen Horowitz' 'Intersect Power' 'Pattern Energy Group'
 'QED Investors' 'Commonweal Ventures' 'Three Cairns Group'
 'Canapi Ventures' 'Overture' 'Lowercarbon Capital'
 'EDF Renewables North America' 'Hartree Partners' 'EDF Renewables'
 'Orsted Ventures & Innovation' 'Commonwealth Capital Ventures'
 'New System Ventures' 'Ørsted' 'CIV' 'LS Power']","['Andreessen Horowitz', 'Ardent Venture Partners', 'CIV', 'Canapi Ventures', 'Clearway Energy Group', 'Clearway Energy', 'Commonweal Ventures', 'Commonwealth Capital Ventures', 'EDF Renewables', 'EDF Renewables North America', 'Hartree Partners', 'Intersect Power', 'LS Power', 'Lowercarbon Capital', 'New System Ventures', 'Orsted Ventures & Innovation', 'Overture', 'Pattern Energy Group', 'QED Investors', 'Three Cairns Group', 'Ørsted']",1,0.9826868
urn:harmonic:company:34985134,PRIVATE,86,1784.0,13635,62.2,SERIES_B,Vertical Software,owner.com,Owner.com,Palo Alto,United States,6.967123287671233,"['Mischief' 'Redpoint' 'Kortschak Investments' 'JAM Fund'
 'Transpose Platform' 'GTMfund' 'Tim Haley' 'Max Mullen'
 'Activant Capital' '1/1 Capital' 'Predictive' 'Samuel Bankman-Fried'
 'Altman Capital' 'SaaStr' 'Browder Investments' 'Firestreak Ventures'
 'Day One Ventures' 'Burst Capital' 'SaaStr Fund' 'Alt Capital'
 'Horsley Bridge Partners' 'Sam Bankman-Fried' 'Ryan Petersen'
 'Kimbal Musk' ""Niranjan 'niji' Sabharwal"" 'Sahin Boydas' 'Jack Altman'
 'Immad Akhund' 'Sean Rad' 'George Bousis' 'Max Mullen' 'Parker Conrad'
 'Max Altman' 'Dylan Field' 'Joshua Browder' 'Naval Ravikant']","['1/1 Capital', 'Activant Capital', 'Alt Capital', 'Altman Capital', 'Browder Investments', 'Burst Capital', 'Day One Ventures', 'Dylan Field', 'Firestreak Ventures', 'GTMfund', 'George Bousis', 'Horsley Bridge Partners', 'Immad Akhund', 'JAM Fund', 'Jack Altman', 'Joshua Browder', 'Kimbal Musk', 'Kortschak Investments', 'Max Altman', 'Max Mullen', 'Mischief', 'Naval Ravikant', ""Niranjan 'niji' Sabharwal"", 'Parker Conrad', 'Predictive', 'RedPoint', 'Redpoint', 'Ryan Petersen', 'SaaStr', 'SaaStr Fund', 'Sahin Boydas', 'Sam Bankman-Fried', 'Samuel Bankman-Fried', 'Sean Rad', 'The Chainsmokers', 'Tim Haley', 'Transpose Platform']",1,0.7422656
urn:harmonic:company:21555289,PRIVATE,11,,303,0.0,SERIES_A,Vertical Software,norm.ai,Norm Ai,New York,United States,1.9643835616438357,"['Basis Set' 'Atypical Ventures' 'AT&T Universal Card' 'Haystack' 'Citi'
 'Worthi' 'Bain Capital Ventures' 'Jefferson River Capital' 'NYL Ventures'
 'M13' 'Coatue' 'TIAA' 'Expa' 'InCrowd Capital, LLC' 'Atypical Ventures'
 'Blackstone Innovations Investments' 'Logan Kilpatrick' 'Barry Mccardel'
 'Oren Etzioni']","['AT&T Universal Card', 'Atypical Ventures', 'Bain Capital Ventures', 'Barry Mccardel', 'Basis Set', 'Blackstone Innovations Investments', 'Citi', 'Coatue', 'Expa', 'Haystack', 'InCrowd Capital', 'Jefferson River Capital', 'Logan Kilpatrick', 'M13', 'NYL Ventures', 'Oren Etzioni', 'TIAA', 'Worthi']",1,0.6493077
urn:harmonic:company:2183046,PRIVATE,86,4967.0,4270,0.0383,SEED,Infrastructure,blackbox.ai,Blackbox AI,San Francisco,United States,8.01917808219178,['Spade Ventures'],['Spade Ventures'],0,0.08102868
urn:harmonic:company:47121819,,172,,11282,31.0,SERIES_A,,joinarc.com,Arc,San Francisco,United States,4.010958904109589,"['NFX' 'Alumni Ventures' 'Clocktower Ventures' 'Y Combinator'
 'Dreamers VC' 'Bain Capital Ventures' 'Torch Capital' 'Pioneer Fund'
 'Left Lane Capital' 'Soma Capital']","['Alumni Ventures', 'Bain Capital Ventures', 'Clocktower Ventures', 'Dreamers VC', 'Jeeves', 'Left Lane Capital', 'NFX', 'Pioneer Fund', 'Soma Capital', 'Torch Capital', 'Y Combinator']",0,0.064911835
urn:harmonic:company:18293832,PRIVATE,51,122994.0,24826,135.0,SERIES_B,Horizontal Software,pika.art,Pika,Palo Alto,United States,2.0164383561643837,"['Conviction Capital' 'Spark Capital' 'Greycroft' 'Neo' 'Factorial'
 'Homebrew' 'Makers Fund' 'Craig Kallman' 'Sarah Smith Fund'
 'Lightspeed Venture Partners' 'SV Angel' 'Homebrew' ""Ben's Bites""
 'NYX Ventures' 'SignalRank' 'Jared Leto' 'Alex Chung' 'Karim Atiyeh'
 'Daniel Gross' 'Craig Kallman' 'Mati Staniszewski' 'Elad Gil'
 'Clem Delangue 🤗' 'Nat Friedman' 'Andrej Karpathy' ""Adam D'angelo""
 'Nat Friedman' 'Sahin Boydas' 'Mike Vernal' 'Keith Peiris'
 'Ricky Horwitz']","[""Adam D'angelo"", 'Alex Chung', 'Andrej Karpathy', ""Ben's Bites"", 'Clem Delangue 🤗', 'Conviction Capital', 'Craig Kallman', 'Daniel Gross', 'Elad Gil', 'Factorial', 'Greycroft', 'Homebrew', 'Jared Leto', 'Karim Atiyeh', 'Keith Peiris', 'Lightspeed Venture Partners', 'Makers Fund', 'Mati Staniszewski', 'Mike Vernal', 'NYX Ventures', 'Nat Friedman', 'Neo', 'Ricky Horwitz', 'SV Angel', 'Sahin Boydas', 'Sarah Smith Fund', 'SignalRank', 'Spark Capital']",0,0.0560699
urn:harmonic:company:536081,PRIVATE,131,1748.0,26934,34.218991,SERIES_A,Vertical Software,air.inc,Air,Brooklyn,United States,7.997260273972603,"['Advancit Capital' 'Food & Fun Ventures' 'Red Sea Ventures'
 'Tiger Global Management' 'Lerer Hippeau' 'Headline' 'WndrCo'
 'Slack Venture Capital Limited' 'CrowdSmart.ai' 'Peter Rahal'
 'Nicolas Jammet' 'Jennifer Fleiss' 'Brian Lee' 'Joe Thomas' 'Kipp Bodnar'
 'ChenLi Wang' 'Todd Jackson' 'Kyle Parrish']","['Advancit Capital', 'Brian Lee', 'ChenLi Wang', 'Food & Fun Ventures', 'Headline', 'Jennifer Fleiss', 'Joe Thomas', 'Kipp Bodnar', 'Kyle Parrish', 'Lerer Hippeau', 'Nicolas Jammet', 'Peter Rahal', 'Red Sea Ventures', 'Slack Venture Capital Limited', 'Tiger Global Management', 'Todd Jackson', 'WndrCo']",0,0.0501577
urn:harmonic:company:4617889,PRIVATE,48,,8628,0.246,PRE_SEED,CPG,healf.com,Healf,London,United Kingdom,5.019178082191781,['Verve Capital'],['Verve Capital'],0,0.024702175
urn:harmonic:company:10304175,PRIVATE,41,31.0,4030,2.5,,Services,stitch.cx,Stitch,Indianapolis,United States,3.0082191780821916,['High Alpha'],['High Alpha'],0,0.023358691
urn:harmonic:company:3133643,PRIVATE,41,17.0,16163,20.8,SERIES_A,Data,hockeystack.com,HockeyStack,San Francisco,United States,3.9315068493150687,"['Jude Gomila' 'Uncorrelated' 'Page One Ventures' 'Y Combinator'
 '645 Ventures' 'General Catalyst' 'Madrona' 'Soma Capital' 'Jude Gomila'
 'Austen Allred' 'Nick Candito 🌥']","['645 Ventures', 'Austen Allred', 'General Catalyst', 'Jude Gomila', 'Madrona', 'Nick Candito 🌥', 'Page One Ventures', 'Soma Capital', 'Uncorrelated', 'Y Combinator']",0,0.021175217
urn:harmonic:company:4080708,PRIVATE,30,438352.0,20042,37.0,SERIES_A,Web3,bsky.social,Bluesky Social,Seattle,United States,4.016438356164383,"['Blockchain Capital' 'Alumni Ventures' 'Neo' 'True Ventures'
 'Protocol Labs' 'Atlas Finance Group' 'Koa Labs' 'Mana Industries'
 'Eterna Capital' 'SevenX Ventures' 'Automattic' 'Evening Fund'
 'Outset Capital' 'Heather Meeker' 'Jeremy Johnson' 'Jack Dorsey'
 'Brad Fitzpatrick' 'Sarah Drasner' 'Joe Beda' 'Stav Erez' 'Kris Nóva'
 'Amjad Masad' 'Katelyn Donnelly' 'Amir Shevat' 'Atlas Benjelloun']","['Abdul Ly', 'Alumni Ventures', 'Amir Shevat', 'Amjad Masad', 'Atlas Benjelloun', 'Atlas Finance Group', 'Automattic', 'Blockchain Capital', 'Brad Fitzpatrick', 'Eterna Capital', 'Evening Fund', 'Heather Meeker', 'Jack Dorsey', 'Jeremy Johnson', 'Joe Beda', 'Katelyn Donnelly', 'Koa Labs', 'Kris Nóva', 'Mana Industries', 'Neo', 'Outset Capital', 'Protocol Labs', 'Sarah Drasner', 'SevenX Ventures', 'Stav Erez', 'True Ventures']",0,0.017117482
urn:harmonic:company:3898625,PRIVATE,42,819.0,7353,27.0,SERIES_A,Ecommerce,meow.com,Meow,New York,United States,4.010958904109589,"['Shine Capital' 'Jump Capital' 'Kroll' 'Slow Ventures' 'Acequia Capital'
 'Castle Island Ventures' 'Acrylic Financial' 'Tiger Global Management'
 'TQ Ventures' 'Gemini' 'Lux Capital' 'FTX' 'Kairos Angels'
 'Earl Grey Capital' 'Archetype' 'Acrew Capital' 'Coinbase'
 'QED Investors' 'Jason Yanowitz' 'Austin Rief']","['Acequia Capital', 'Acrew Capital', 'Acrylic Financial', 'Archetype', 'Austin Rief', 'Castle Island Ventures', 'Coinbase', 'Earl Grey Capital', 'FTX', 'Gemini', 'Jason Yanowitz', 'Jump Capital', 'Kairos Angels', 'Kroll', 'Lux Capital', 'QED Investors', 'Shine Capital', 'Slow Ventures', 'TQ Ventures', 'Tiger Global Management']",0,0.015270626
urn:harmonic:company:3535968,PRIVATE,19,60552.0,3695,50.60788,SERIES_A,Web3,gensyn.ai,Gensyn,London,United Kingdom,5.019178082191781,"['Andreessen Horowitz' 'Entrepreneur First' 'Maven 11' 'Id4 ventures'
 'Matias Ventures' 'Galaxy Digital Fund' 'Zee Prime Capital' 'Jsquare'
 'PEER VC' 'Protocol Labs' 'Eden Block' 'Galaxy' 'Hypersphere Ventures'
 'Counterview Capital' 'Druid' 'a16z crypto' '7percent Ventures'
 'CoinFund' 'M31 Capital' 'Peer Venture Partners' 'Canonical'
 'Oriol Vinyals' 'Paul Smith Obe']","['7percent Ventures', 'Andreessen Horowitz', 'Canonical', 'CoinFund', 'Counterview Capital', 'Druid', 'Eden Block', 'Entrepreneur First', 'Galaxy', 'Galaxy Digital Fund', 'Hypersphere Ventures', 'Id4 ventures', 'Jsquare', 'M31 Capital', 'Matias Ventures', 'Maven 11', 'Oriol Vinyalas', 'Oriol Vinyals', 'PEER VC', 'Paul Smith Obe', 'Peer Venture Partners', 'Protocol Labs', 'Zee Prime Capital', 'a16z crypto']",0,0.01409889
urn:harmonic:company:41162981,PRIVATE,10,2362.0,5399,13.4,SEED,,lumenorbit.com,Lumen Orbit (YC S24),Redmond,United States,1.010958904109589,"['Andreessen Horowitz' 'Foreword' 'Plug and Play Tech Center' 'NFX'
 'Sterling Road' 'Syntax Ventures' 'Y Combinator' 'Pareto Holdings' 'OPC'
 'Nebular' 'Caffeinated Capital' 'Sequoia Capital' 'FUSE' 'Soma Capital'
 'Fortified Ventures' 'Everywhere Ventures'
 'Tiny Supercomputer Investment Company' 'Shane Curran']","['Andreessen Horowitz', 'Caffeinated Capital', 'Everywhere Ventures', 'FUSE', 'Foreword', 'Fortified Ventures', 'NFX', 'Nebular', 'OPC', 'Pareto Holdings', 'Plug and Play Tech Center', 'Sequoia Capital', 'Shane Curran', 'Soma Capital', 'Sterling Road', 'Syntax Ventures', 'Tiny Supercomputer Investment Company', 'Y Combinator']",0,0.013989767
urn:harmonic:company:35018238,,195,5731.0,11728,77.0,SERIES_B,,kryptosphere.org,KRYPTOSPHERE®,Paris,France,8.01917808219178,[],['Vector Capital'],0,0.01395487
urn:harmonic:company:11576163,PRIVATE,67,1621.0,15620,72.0,SERIES_B,Horizontal Software,11x.ai,11x,San Francisco,United States,2.345205479452055,"['Andreessen Horowitz' '20SALES' '20VC Fund' 'Tiny Ventures GmbH'
 'HubSpot Ventures' 'Operator Partners' '20VC' 'Quiet Capital'
 'Rayan Shaikh' 'Lux Capital' 'Project A' 'Activant Capital'
 'No Label Ventures' 'Benchmark' 'Accel' 'Sequoia Capital'
 'Visionaries Club' 'Atomic' 'Sequoia' 'Abstract' 'Project A' 'SV Angel'
 '20Growth' 'Mandeep Singh' 'Felipe Navío' 'Kintxo Cortés'
 'Philipp Andernach']","['20Growth', '20SALES', '20VC', '20VC Fund', 'Abstract', 'Accel', 'Activant', 'Activant Capital', 'Andreessen Horowitz', 'Atomic', 'Benchmark', 'Felipe Navío', 'HubSpot Ventures', 'Kintxo Cortés', 'Lux Capital', 'Mandeep Singh', 'No Label Ventures', 'Operator Partners', 'Philipp Andernach', 'Project A', 'Quiet Capital', 'Rayan Shaikh', 'SV Angel', 'Sequoia', 'Sequoia Capital', 'Tiny Ventures GmbH', 'Visionaries Club']",0,0.013720719
